gene_name	HCM-CSHL-0080-C25-01A	HCM-SANG-0291-C15-85A-01R-A80W-32	HCM-SANG-0265-C18-85A	HCM-CSHL-0160-C18-01B	HCM-SANG-0269-C18-85A-01R-A80W-32
MESTIT1	41	2	28	154	19
AC010913.1	8	22	16	12	189
AP005137.2	3	0	2	3	0
AC046143.2	4	1	6	7	2
AC133041.1	0	0	2	0	14
AC019069.1	59	186	141	24	12
AL139098.2	1	0	0	1	0
AL157904.1	0	1	0	2	0
AL121658.1	7	13	9	5	31
AC112236.2	6	15	8	8	5
AC006483.2	6	0	0	3	0
AL022322.1	49	83	12	229	73
AC131235.2	2	27	10	6	12
LINC02266	12	1	0	7	676
AC009336.1	3	0	0	4	0
AC004982.1	30	7	20	30	0
AP000345.2	4	1	1	12	2
ADIRF.AS1	46	176	53	92	288
AC007881.3	4	5	6	3	7
AC005323.2	0	0	0	1	0
AC069257.3	0	0	0	0	0
AC135457.1	0	0	0	0	0
AC107214.2	6	7	5	9	2
AC004948.1	0	4	4	5	0
AC063962.1	0	0	1	1	0
AL592148.3	68	42	68	88	19
STAG3L5P.PVRIG2P.PILRB	4	5	7	10	14
AL133245.1	15	1	18	46	19
AC245297.2	1	0	1	5	0
AC083798.2	69	28	43	220	149
AC093726.1	0	0	0	0	0
AC115284.1	0	0	0	0	0
AC103702.2	214	79	490	835	4745
AL596094.1	2	5	2	3	9
JMJD1C.AS1	42	10	11	53	5
AC004854.2	3	9	8	21	19
AC097532.2	1	20	2	6	17
AC005696.2	0	0	0	0	0
AC104109.3	0	0	0	0	0
AC112219.2	0	1	1	10	5
AC019131.2	22	10	19	74	26
AC245060.4	8	7	14	10	26
AC147067.2	4	3	0	3	0
AC019193.2	1	0	0	4	5
AC253536.6	31	17	6	68	14
AP000864.1	20	6	40	16	7
AC010976.2	6	1	15	64	2
AC073389.3	12	49	34	16	35
AC126283.1	0	0	1	2	0
AC092954.1	0	0	0	2	0
AL008721.1	2	4	0	3	2
AC006238.1	0	0	1	0	0
AC021851.1	46	19	33	77	90
AC004080.5	0	0	0	0	0
KRTAP10.7	1	0	0	3	0
AC007038.1	31	2	19	102	28
AC015712.6	20	16	16	15	125
U91328.3	2	1	2	10	2
AC004908.2	11	5	9	55	17
AC093732.2	7	1	0	4	2
AC098850.4	0	0	0	1	0
AL359198.1	0	1	1	0	0
U62317.1	0	0	0	0	0
AC073610.2	0	0	0	0	0
AL445423.1	3	0	1	8	0
AC245100.6	12	6	4	7	7
AL844908.1	11	2	7	10	0
AC002470.1	9	59	15	10	21
AC027644.3	5	1	5	23	9
AC022296.4	3	0	2	3	2
AL022238.2	27	1	2	23	0
AL022328.1	19	7	13	22	7
OR10AE3P	1	0	1	0	0
AC011899.2	4	0	3	42	0
AC092902.2	1	1	2	33	7
MAP3K4.AS1	227	9	11	48	28
AL391834.1	13	6	26	64	45
AC211476.2	12	1	14	129	21
AC074044.1	2	1	2	4	17
AL135910.1	28	103	12	21	19
AC084018.1	25	41	16	77	59
AC096772.1	0	0	0	0	0
AC069544.1	23	18	28	30	57
AC004839.2	10	0	2	10	2
AC104458.1	1	0	1	0	2
AC112250.2	2	0	4	8	0
Z93930.3	26	3	8	41	5
AC012360.2	6	4	6	6	2
AC106052.1	2	1	1	3	0
AC135803.1	3	4	4	7	0
AL591686.2	1	0	0	2	0
AL135786.2	2	0	1	3	0
SAP30.DT	43	22	23	36	35
AL159169.2	15	2	18	79	31
AP000525.1	87	0	0	43	0
AL034548.1	0	0	1	2	0
AL161734.1	0	0	0	3	0
OR2BH1P	2	0	0	0	0
AC113189.4	0	1	0	0	0
AC092574.1	2	5	8	14	0
DCP1A	1201	2453	1563	1498	2503
CSPG4P5	7	0	0	0	0
CHASERR	2040	999	443	1583	1739
AL133551.1	7	7	18	10	5
AC004982.2	25	40	47	39	40
AC009303.3	20	0	5	64	0
AL355987.3	0	0	0	0	0
AL109827.1	0	0	0	0	0
ATP6V1FNB	72	21	74	509	14
OR10Q2P	0	0	0	3	0
TBC1D8.AS1	32	66	15	13	2
AL390726.2	0	0	0	0	0
AC018648.1	8	0	3	28	7
AL353708.3	7	5	6	51	35
AC006033.2	16	0	0	30	0
AL122035.2	20	8	2	3	5
AC090425.3	2	3	10	17	7
AC005696.3	7	0	5	10	2
AL356608.1	2	0	1	9	2
AC009237.14	90	211	52	36	2
AL359532.1	24	165	8	23	5
AC018635.2	1	0	0	1	0
AC022400.5	0	0	0	2	0
AC010186.4	0	0	0	0	0
AC005070.3	197	21	77	429	31
hsa.mir.1253	0	0	0	0	0
AC005832.4	0	0	0	0	0
AC107294.1	1	1	2	1	5
AC107464.2	7	0	0	3	2
AC099568.2	3	27	13	26	5
AL391121.1	202	724	55	30	106
AL390726.3	0	0	0	0	0
AC096586.1	0	0	0	0	0
OR6U2P	1	0	0	3	0
U62317.2	1	5	4	3	0
AC083862.1	27	3	6	18	0
AL022324.3	3	3	1	13	0
AC079834.1	5	7	0	0	2
AL356299.2	15	1	26	97	38
AP001412.1	0	1	5	3	5
AC093799.1	44	5	14	115	24
AC092171.4	15	6	11	25	21
AP000553.2	4	3	5	14	5
AP000322.1	0	0	0	0	0
OR7A19P	17	0	2	65	2
AC064836.1	2	1	2	25	5
AC073352.2	0	0	0	1	0
RBAK.RBAKDN	0	0	0	0	0
AC024243.1	4	3	3	3	2
AC107294.2	60	44	26	19	66
AL365181.4	2	4	3	1	24
AP000350.5	0	0	1	1	2
MYHAS	9	0	4	2	0
AL008721.2	164	94	3	285	50
AC093388.1	11	1	1	43	2
Z94721.2	24	1	13	79	2
AL355816.1	0	0	0	0	0
AL117339.3	50	8	67	142	54
AC007349.4	1	0	0	2	0
AC009570.1	1	2	4	2	0
OR5AL1	0	0	0	3	0
AC022392.1	2	0	0	1	2
LINC02012	0	30	9	5	5
AC084036.1	18	5	8	36	14
AF129408.1	0	0	0	0	0
AC012360.3	69	116	107	161	253
AC097505.1	1	2	4	13	0
AL731533.2	6	8	2	1	5
AL355388.1	24	24	30	66	35
ARL2.SNX15	1	0	0	2	0
AL078644.1	50	14	16	14	12
AC009229.3	7	9	0	6	0
AC021205.3	21	17	6	30	17
AC010864.1	17	12	11	22	31
AL360270.3	11	8	4	6	7
AC092681.3	2	0	0	0	0
AL353600.1	0	0	1	2	0
AC117490.2	14	0	2	9	7
AC018645.3	42	74	50	110	47
AC008124.1	246	754	351	753	681
AP000240.1	16	2	6	45	0
FAM106A	50	0	1	228	187
INTS4P2	28	20	26	46	28
AC009690.3	0	0	0	0	0
AL358472.3	11	25	13	21	17
AL844908.2	2	0	1	5	0
DGCR5.1	39	3	43	35	9
LINC02035	465	196	186	459	97
AC007684.2	22	0	9	75	7
AL390726.4	0	0	0	0	0
ATF4P2	0	0	1	1	0
AL022334.2	0	2	0	1	5
C2orf15	59	259	214	88	461
AC012531.2	0	0	0	0	0
AL121845.2	0	0	0	0	0
AC012531.3	0	0	0	0	0
OR51F4P	0	0	1	2	0
AC005046.1	71	2	37	66	50
AL354694.1	1	0	5	5	19
AL359921.2	18	25	15	43	9
AC239803.1	2	0	0	0	0
CDC37L1.DT	7	23	20	9	102
AL449106.1	22	27	26	23	38
AC007250.1	0	0	1	0	5
AC017083.1	7	10	8	20	26
AL355987.4	45	36	118	317	170
Z99755.2	1	0	0	4	0
AC211433.2	0	1	1	3	0
AC073869.1	2	0	2	4	2
AL021707.7	7	3	4	20	12
AC110609.1	5	0	0	7	2
GRIN2B	10	44	372	2369	541
AC009309.1	3	32	52	3	78
Z73429.1	0	4	1	0	0
AC092171.5	20	30	39	85	21
OR52E1	0	0	0	3	0
AL713999.2	0	0	0	0	0
AC007378.1	7	0	4	10	5
AP000255.1	3	2	5	12	0
AC097065.2	1	0	1	2	5
AL021707.8	9	2	5	24	0
AC005303.1	0	0	0	1	0
AL596442.2	5	0	2	5	0
AP000569.1	1	4	5	5	0
AP000322.2	0	0	0	0	0
AC019129.2	1	1	2	2	2
AL512598.1	7	33	15	5	2
AL121929.2	39	2	13	165	0
AL162591.2	0	0	0	0	0
LYPD4	1	0	0	3	2
AL590385.2	2	0	0	9	0
AC133528.1	16	12	12	21	33
AP001596.2	0	0	0	1	0
AC144652.1	20	175	94	29	71
AC093865.1	16	0	0	4	0
AP005229.2	0	0	0	2	0
AC020634.2	15	1	0	7	5
AL365434.2	1	0	0	2	0
LINC01990	5	0	0	10	5
PACERR	17	0	0	7	0
AL355312.3	26	22	6	5	17
AC116651.1	23	1	4	31	2
NBPF26	238	154	265	279	175
AL022328.2	9	11	20	12	9
AC005021.1	11	0	5	19	0
AC007663.3	5	5	6	18	2
AP001269.4	2	3	4	1	7
LINC02604	57	309	32	252	191
AL355512.1	5	1	18	15	0
BX537318.1	13	218	33	9	47
LINC00653	28	23	47	24	175
AL138963.3	0	0	0	0	0
AC073957.3	202	489	107	1215	300
AC067747.1	0	0	0	0	0
AL121845.3	1	1	0	0	0
AC092587.1	0	0	0	3	0
AC124016.2	11	38	25	144	26
AL359962.2	9	4	6	6	7
AL133215.2	7	21	50	38	52
AL121652.1	20	0	16	107	0
AL359736.1	3	0	0	2	0
AC002094.3	0	0	0	0	0
LINC02091	2	0	1	3	0
SNURF	11	0	1	21	0
AC108673.2	7	2	5	22	9
BX323046.1	2	0	1	4	5
AL008635.1	7	0	5	13	0
AC092954.2	0	0	0	2	0
AC092535.5	71	0	3	71	2
AC019193.3	2	0	0	2	0
AC131235.3	2	7	4	9	2
AC093726.2	17	5	14	46	7
AC010655.4	0	0	0	0	0
AL359091.4	22	1	8	6	9
AL022328.3	16	5	19	36	17
AC010619.2	1	0	2	1	0
AL671710.1	2	0	1	3	2
AC062037.2	1	1	0	1	0
AL096803.3	2	0	0	10	0
AP000692.2	3	1	7	4	5
AC006946.2	2	0	0	86	0
AC104506.1	3	3	4	5	9
AC069148.1	7	26	2	0	52
AP001437.1	0	0	0	1	0
AC137630.4	0	0	0	0	0
AC000068.2	3	5	9	7	2
H3.2	25	12	2	13	9
AL031587.4	1	0	0	0	5
AC002059.1	10	4	3	9	0
AC008695.1	0	0	0	0	0
AC005776.2	32	7	28	31	47
AC091736.1	0	0	0	0	0
AL355816.2	0	0	0	0	0
FAM25BP	0	0	0	1	0
AL391834.2	15	9	74	58	87
OR5BQ1P	0	0	0	1	0
AC102953.2	78	228	116	83	113
AC090912.3	2	29	3	10	0
AC097724.1	37	1	0	6	5
OR2A13P	5	2	7	9	0
TMEM271	2	0	0	1	0
AC013468.1	6	1	6	22	9
Z82243.1	92	15	24	191	9
AC005301.1	0	0	0	0	0
AC092653.1	18	2	22	58	19
AC097376.3	273	97	219	912	272
AC010997.5	0	0	0	0	0
BX649632.1	4	3	9	4	26
OR7E39P	1	0	0	0	7
AL022328.4	12	10	6	3	9
AF129075.2	5	0	4	5	17
OR5BP1P	0	0	0	1	0
AC069200.1	13	0	1	3	0
AC016737.2	2	1	0	3	0
AL049839.2	4	2	1	3	5
AC092953.2	12	3	13	39	7
AL121928.1	0	0	0	0	0
AL360219.1	12	7	3	28	0
CNNM3.DT	7	13	7	19	0
AC097381.3	16	0	2	11	5
AC073283.3	0	0	1	1	0
AC090114.2	275	195	255	224	118
AP000254.2	28	16	35	92	26
U62317.3	2	0	0	3	0
ZBTB8B	3	0	1	10	9
AC017083.2	0	0	0	0	0
AP001033.2	57	25	33	161	118
AL008718.2	7	0	1	3	7
AL121672.3	5	0	2	30	0
AC092042.3	4	0	0	4	2
AC093458.1	0	0	1	2	2
C1QTNF3.AMACR	7	3	3	3	0
AP000350.6	156	29	87	12	24
AC009275.1	24	231	15	32	26
AC006153.1	0	0	0	0	0
AC000068.3	0	0	0	0	0
AC016717.2	204	0	4	10	2
AC016747.3	64	2	27	128	80
AC009237.15	33	28	35	41	2
AC018690.1	45	27	20	70	21
AC024560.3	7	4	14	44	19
DGCR11	143	67	83	179	14
AL121749.1	2	0	0	3	0
RBAKDN	1	0	1	0	2
AC005229.4	17	74	52	38	47
AC058791.1	304	3	166	2827	232
AC007032.1	1	3	0	0	2
AC023983.2	20	0	0	3	0
AL008723.2	2	4	2	8	0
OR6L2P	7	4	6	18	5
AC099329.2	9	5	2	11	7
AC078846.1	209	121	305	856	168
CYP4F36P	0	0	0	0	0
TM4SF19.TCTEX1D2	0	0	0	0	0
AL662884.1	0	0	0	0	0
AP005432.2	2	3	10	3	2
OR7M1P	4	1	6	7	2
AC103591.3	8	3	4	70	2
MICE	35	5	6	74	33
AC004921.1	4	5	2	4	12
AP000553.3	0	1	3	4	5
AC007663.4	8	5	9	32	7
PAXIP1.AS1	111	918	626	269	756
AC104109.4	11	0	14	26	19
AC027449.1	0	5	6	5	2
AC004832.5	24	4	18	89	0
AL008718.3	11	0	0	17	0
AP000894.4	5	45	42	15	40
LINC02019	47	8	5	30	248
AC022017.1	0	0	0	1	0
AC021016.2	0	0	0	0	0
AP000547.2	0	0	0	0	0
AL353801.3	6	0	5	40	0
AL451074.5	3	1	1	4	7
AL355472.3	2	5	8	13	9
AC006566.1	11	2	0	13	0
AC096586.2	10	10	28	64	5
AC108747.1	0	0	0	0	0
SFTPD.AS1	4	0	0	31	0
AL355488.1	97	13	125	735	194
AC069222.1	6	3	23	88	40
AC055764.2	2	0	9	27	2
OR2Q1P	1	0	1	5	0
AL158071.4	47	14	49	187	12
AL356488.3	24	93	33	17	66
AL137796.1	2	3	1	0	5
AC005005.3	26	28	22	58	14
AC005291.2	28	0	4	2	0
AC083880.1	4	16	22	16	5
AC128687.2	1	4	0	2	2
LINC01396	2	0	1	6	0
AC017083.3	2	0	1	3	0
AL159169.3	6	0	7	36	7
AC004908.3	7	3	2	22	0
AC107294.3	3	6	1	5	9
AC245008.1	0	0	0	0	0
AC069294.1	2	0	0	1	0
OR5B15P	0	0	0	3	0
LINC02712	0	0	0	2	0
AL136982.7	0	0	0	0	0
LINC02725	45	0	0	7	0
AL732292.2	3	5	5	3	31
AC004877.1	5	9	8	32	12
AC008738.7	0	0	0	0	0
OR13I1P	0	1	0	2	0
AL008582.1	7	1	5	16	7
AC004832.6	0	0	0	1	0
AC004951.4	5	4	5	30	7
AC004080.6	0	0	0	0	0
OR8S21P	0	0	0	0	0
AC108673.3	11	9	15	37	24
AC006946.3	2	0	0	31	0
AL645608.8	11	12	4	1	2
AC006023.2	7	0	9	33	2
AC133644.1	43	0	2	85	0
AC004067.1	29	4	24	74	12
AC006480.2	35	7	33	134	66
AC093788.1	33	7	26	139	7
AL139124.1	7	8	6	11	5
AL031666.3	18	0	20	231	14
AC112503.2	6	2	6	23	5
AC072039.2	2	0	0	6	5
AC064836.2	13	53	17	35	61
AC105265.2	1	0	0	1	0
AP000238.1	8	2	1	10	0
AC112229.4	0	0	0	0	0
AC096733.2	29	13	4	7	2
BX649601.1	3	11	7	5	2
AL157392.4	2	4	0	11	2
AL133215.3	3	3	4	8	2
AL391069.2	2	0	1	2	0
AL354760.1	4	2	2	30	2
OR6R2P	0	0	0	1	0
AL139339.2	0	0	0	0	0
AC096992.2	51	68	34	97	33
AC104836.1	2	6	0	4	7
AC008264.2	55	0	28	104	5
AP000229.1	6	1	2	18	5
AC098479.1	1	2	0	1	0
AL359198.2	0	0	0	1	0
AC087893.1	0	0	0	0	0
MIR6129	0	0	0	3	0
AL354809.1	11	2	6	43	0
CNTNAP3P1	2	0	1	1	0
AC022748.3	0	0	0	0	0
TBC1D3K	1	0	0	0	0
FOXD4L6	0	1	0	0	0
AC013727.3	0	0	0	1	0
U1	0	0	0	0	0
SPDYE8	0	0	0	0	0
AL162274.1	10	0	11	27	7
AL139082.1	6	5	20	90	14
Metazoa_SRP.15	15	2	1	5	0
AC121758.4	0	0	0	1	0
AC009951.1	0	0	0	0	0
AGBL1	7	1	1	22	2
AL137060.1	0	0	0	0	0
H4C12	21	7	221	30	80
SNORA44	0	0	0	0	0
Metazoa_SRP.16	0	0	5	2	0
AL354810.1	1	0	0	4	0
AC120498.8	8	0	0	1	0
AL136439.1	0	2	4	3	2
AC016597.2	3	0	2	9	2
MIR6812	2	0	0	2	0
AC008781.2	10	0	6	12	0
AL512310.10	0	0	0	0	0
CWC25	772	1825	487	617	2557
AL691403.2	3	27	8	0	21
Metazoa_SRP.17	0	0	0	0	0
REXO1L3P	0	0	0	0	0
AC131009.3	20	6	25	63	24
AC008432.1	0	0	0	0	0
AC007351.1	0	0	0	0	0
AC106873.2	0	0	0	1	0
Metazoa_SRP.18	0	0	0	0	0
AC009283.1	93	590	19	78	69
AC087072.1	4	0	0	10	2
AC009093.5	4	0	3	20	2
AC096708.3	11	0	1	35	0
OR10G1P	0	0	0	0	0
SNORA78	0	0	0	0	0
AC008175.2	0	0	0	0	0
SMIM11B	0	1	0	0	0
X7SK.2	0	0	0	0	0
MIR7160	0	0	0	0	0
AC092106.1	0	0	0	3	0
AC106873.3	0	0	0	0	0
AL355377.1	6	0	2	23	0
AC211486.3	0	0	0	0	0
AL731571.1	197	47	108	266	161
AP001877.1	0	0	0	0	0
EPOP	271	2279	1081	161	484
MIR6776	0	0	0	1	0
AC005562.2	0	0	0	0	0
RN7SL386P	0	0	1	0	0
ZNHIT3	608	1208	703	325	4540
AL137060.2	1	0	0	0	0
MIR6511A4	0	0	0	0	0
CU633980.1	0	0	0	0	0
AL135999.2	6	1	2	21	7
AL121832.2	49	46	74	80	69
AC098588.1	0	0	0	0	0
AC005045.1	0	0	0	0	0
MIR4726	1	0	0	0	0
AL354798.1	3	0	1	2	2
U7.1	0	0	1	2	0
AC079395.2	0	0	0	4	0
AL139260.2	0	0	0	0	0
AL512310.11	0	0	0	0	0
WBP1LP8	0	0	0	0	0
PPP1R26P2	0	0	0	0	0
AC215522.1	0	0	0	1	0
MIR8065	0	0	0	5	0
AC100793.4	1	0	0	3	2
AC020904.2	36	209	73	11	26
MIR6792	0	0	0	0	0
AC023509.4	0	0	0	0	0
AC108125.1	0	0	0	0	0
AC010776.3	0	1	0	3	0
AL136317.1	0	0	0	0	0
AC015819.1	8	1	1	8	0
AC021752.1	4	12	5	6	28
AL118556.2	47	0	4	43	5
AL049692.1	2	0	0	0	0
AC100757.1	2	0	1	2	0
AC009318.2	34	7	34	91	28
AC109583.3	4	6	9	10	0
AC004223.4	17	0	4	51	0
AC087284.1	99	0	20	232	78
LONRF2P5	0	0	0	0	0
CDRT15P10	0	0	0	0	5
U2	1	0	0	2	0
CT45A7	0	0	0	0	0
MRPL57P1	0	0	0	1	0
MIR6760	0	0	0	0	0
AC109486.2	0	0	0	0	0
AC091271.1	23	135	26	25	125
H2BC14	257	0	624	90	2
AL596245.1	0	0	0	0	0
LHX1	85	1	0	4	0
U2.1	0	0	0	0	0
Metazoa_SRP.19	10	0	1	6	0
AC005520.5	11	8	5	9	38
AL021997.1	2	6	4	0	0
AC092670.1	1	2	2	8	28
RN7SL343P	0	0	0	0	0
AL359547.2	0	0	0	2	0
AC091812.2	0	0	1	1	0
AC087385.3	1	1	0	0	0
SUGT1.DT	13	9	38	54	90
AC106782.4	5	0	14	2	2
Metazoa_SRP.20	0	0	2	0	0
U1.1	0	0	0	3	0
AC007686.3	33	14	5	59	12
AC007967.4	0	0	0	0	0
VN1R74P	0	0	0	1	0
AC011472.4	15	7	5	59	9
AC005258.1	0	0	0	0	0
AC244100.1	1	0	0	2	0
MIR6075	2	0	3	4	0
U4	6	0	2	19	0
MIR6870	6	0	2	7	0
AC234791.1	0	0	0	0	0
AC022558.3	17	1	5	24	7
CYFIP1	11602	11710	6381	2346	3351
AC091179.3	0	0	0	0	0
AC100756.2	0	0	0	0	0
MIR6790	0	0	0	0	0
AL117379.1	67	8	28	256	76
AC245041.1	401	10	0	1	0
VN1R76P	0	0	0	2	0
AC007318.1	16	11	18	52	38
AC024257.4	3	0	2	16	7
AL731566.1	0	0	0	0	0
RNVU1.29	13	0	37	39	12
LCA10	2	0	4	1	0
AC024337.2	24	0	0	10	0
AC244107.2	0	0	0	0	0
MIR6126	0	0	0	0	0
CEACAM20	4	42	1	3	0
MIR6765	0	0	0	0	0
AC004510.1	0	0	0	0	0
AL136040.1	18	53	18	6	31
AL137058.2	2	0	2	3	0
AC020658.4	0	1	2	3	0
U3.44	0	0	0	0	0
AC007204.1	3	0	2	21	2
AC022898.2	20	0	1	32	0
BX322562.1	10	3	4	2	5
AL133445.2	76	1	5	139	2
AC119619.1	0	0	0	0	0
H2BC8	227	103	4156	679	402
AC138932.3	0	0	0	0	0
AC083805.3	0	0	0	1	5
AL137847.3	1	0	0	1	0
BX640514.2	77	1	8	13	2
AC123788.2	0	0	0	0	0
AC005695.3	1	0	1	4	2
RN7SL673P	0	0	0	1	0
ENPP7P7	2	3	1	10	17
USP27X	98	372	299	156	199
AL096828.3	6	65	18	13	2
AC008033.3	7	0	0	29	2
FP700111.2	0	0	0	0	0
AL133227.1	107	12	77	645	59
Metazoa_SRP.21	0	0	1	0	0
MIR7843	0	0	0	0	0
SNORD115.13	0	0	0	0	0
MIR6842	2	0	0	2	0
AC018755.4	10	0	0	6	0
AL096677.1	0	0	1	3	0
AF254983.1	0	0	0	0	0
TAF9	575	2283	2194	648	3847
AL139418.1	0	0	0	1	0
Metazoa_SRP.22	0	0	0	0	0
SDR42E1P4	0	0	0	0	0
AC027088.4	2	0	0	3	0
AC023158.2	1	0	0	1	0
AC020658.5	2	0	1	7	0
AC140113.4	0	0	0	0	0
AC024581.2	0	0	0	1	0
AC010678.1	0	0	0	0	0
Metazoa_SRP.23	2	0	0	2	0
AL138721.1	11	3	6	47	111
SLC25A15P4	0	0	0	3	2
MIR6859.2	0	0	0	0	0
AC019176.2	0	0	1	0	2
AC236972.3	0	0	0	3	0
MIR8066	4	0	2	11	0
AP003499.2	0	0	0	0	0
Metazoa_SRP.24	0	0	0	0	0
FRMD6.AS1	140	5	6	23	33
AC034102.8	7	1	6	23	19
AL731566.2	47	26	71	211	40
AL133520.1	20	15	37	119	76
SLC20A1P2	0	0	0	2	0
PMS2P8	0	0	0	0	0
MIR6798	0	0	0	0	0
NOL12	47	24	46	97	61
CR848007.2	0	0	0	0	0
AC012313.9	4	9	3	5	9
AC022023.1	0	0	0	6	0
AC011297.1	0	0	0	0	5
CA15P2	0	0	0	2	0
AL049692.2	0	0	0	0	0
MIR8068	6	0	0	3	0
Metazoa_SRP.25	0	0	0	3	0
AL450423.1	0	0	1	5	0
AC103858.2	1	1	11	12	5
AC104260.1	1	0	0	1	0
AC084757.4	0	1	1	7	2
Y_RNA.727	0	0	0	0	0
MIR6877	0	0	1	0	0
AL513485.1	11	0	19	25	0
RN7SL722P	0	0	0	0	0
AC007351.2	0	0	0	0	0
MIR6853	0	0	0	0	0
RN7SL733P	3	0	6	4	5
AC020558.3	0	0	0	0	0
Metazoa_SRP.26	4	0	2	5	9
AL031667.3	21	4	6	69	14
AC005632.5	0	0	1	2	5
AC113385.2	1	0	0	0	0
AC009560.1	2	0	0	3	0
AC004080.7	0	0	0	0	0
IGKV2.40	0	0	0	1	0
ENPP7P14	2	0	4	11	0
Y_RNA.728	0	0	0	0	0
AC243654.1	2	1	1	3	2
AC015978.1	0	0	0	0	0
AC009163.6	0	6	8	3	0
AC068722.2	8	2	0	14	0
AC025162.2	2	0	2	16	17
AC004386.2	0	0	0	0	0
Metazoa_SRP.27	5	3	5	0	0
GOLGA6L1	0	0	0	1	0
AC005066.1	0	0	0	3	0
Metazoa_SRP.28	11	0	2	20	0
AL592071.1	2	4	1	0	0
RN7SL106P	0	0	0	0	0
AC005746.3	7	0	2	17	0
H3C8	101	25	3031	321	38
Metazoa_SRP.29	2	0	0	0	0
AC121761.2	15	22	10	8	0
AL450472.3	0	0	0	0	0
AC022079.1	23	0	5	50	0
SDR42E1P1	0	0	0	0	0
AL355365.1	2	0	0	3	0
AL049794.1	2	5	7	5	7
RBM17P2	0	0	0	0	0
AL512506.1	12	4	5	110	14
AL135999.3	2	20	16	8	21
AP000446.2	0	0	1	2	0
AP001825.2	2	0	1	0	0
Metazoa_SRP.30	20	0	0	18	0
ZFP91P1	4	1	6	5	5
Metazoa_SRP.31	15	0	5	20	9
RN7SL2	0	0	0	0	0
AL136038.4	4	11	11	18	40
Metazoa_SRP.32	2	0	0	1	0
AC239804.2	1	3	3	0	2
LINC01138	217	60	77	248	64
AC024909.1	14	4	36	32	50
AL121873.1	0	0	0	2	0
AL360169.2	31	0	6	39	2
AL590282.1	27	1	26	147	2
MIR3670.4	0	0	0	0	0
FAM27E3	12	41	25	22	17
AC009237.16	0	0	0	0	0
AC069209.1	0	0	0	0	0
AC092140.2	2	1	11	20	0
AC006539.3	0	0	0	0	0
MIR6813	0	0	0	1	0
AC007014.2	33	0	10	38	2
FAM230J	0	0	0	1	0
Y_RNA.729	0	0	0	0	0
INO80B.WBP1	0	0	0	0	0
AC005837.3	3	1	0	3	7
OR7E156P	0	0	0	0	0
MIR4727	2	0	0	0	0
AL354709.1	0	0	0	0	0
MIR6507	0	0	0	2	0
RNA5SP534	0	0	0	0	0
MIR6724.2	0	0	0	0	0
U2.2	0	0	0	0	0
AC040978.1	10	0	9	65	7
MIR6514	0	0	0	2	0
FP885919.1	0	0	0	0	0
CASTOR2	780	410	3241	639	513
AP000769.3	0	0	0	0	0
AC009511.3	0	0	0	2	0
RN7SL539P	0	0	0	0	0
Metazoa_SRP.33	0	0	0	0	0
AC005089.1	12	0	149	317	111
L29074.2	0	0	0	0	0
AL354821.1	0	0	0	2	0
SNORD1C	0	0	0	0	0
AC106739.1	1	0	2	0	0
AC009032.1	47	1	25	422	43
RNA5SP535	0	0	0	0	0
RN7SL787P	0	0	0	1	0
ABCB10P1	0	0	1	1	0
OR4M2	0	0	0	0	0
AC020910.5	22	66	46	11	85
AC084824.3	41	7	17	114	28
MIR6777	0	0	0	0	0
ALOX15P1	55	0	2	14	7
MIR6081	33	0	9	20	0
AC090132.2	0	0	0	3	0
Y_RNA.730	0	0	0	0	0
AL136171.1	0	0	0	0	0
AC074029.3	1	1	6	10	7
AC073418.1	0	0	0	4	0
AC027807.2	1	0	0	2	0
AC083849.1	0	0	0	1	0
MIR6774	2	0	3	4	0
Metazoa_SRP.34	1	1	3	1	5
AC090164.2	8	0	0	3	0
AC072046.2	0	0	0	1	0
FADS2B	11	0	0	3	0
AC114781.5	0	0	0	0	0
AC008121.2	3	0	0	10	0
AL591471.1	0	0	0	0	0
AL133243.1	11	0	5	16	2
SNX18P1Y	1	0	0	0	0
RNA5SP439	0	0	0	0	0
AL031601.2	0	0	0	2	0
RN7SL585P	0	0	0	0	0
AL021937.5	0	0	0	0	0
MIR8071.1	0	0	0	0	0
AL035661.1	210	2098	388	97	3221
AC004528.2	0	0	0	0	0
PRAMEF28P	0	0	0	0	0
NATD1	502	211	373	240	144
RBPJP2	0	0	0	0	0
H2AB1	0	0	0	0	0
AC011815.2	10	4	2	48	5
RN7SL248P	0	0	0	0	0
AC026333.4	5	2	5	21	5
FAM197Y4	0	0	0	0	0
U4.1	11	0	5	2	0
AC025521.1	2	0	0	2	0
AL109925.1	0	0	0	0	0
AL138689.1	29	0	12	134	9
Metazoa_SRP.35	0	0	0	0	2
ANTXRL	0	0	1	9	0
RNVU1.27	27	0	74	79	9
SOCS7	863	3589	1595	997	964
AL365265.1	0	0	0	0	0
AC015912.3	9	26	16	16	182
AP005212.2	15	4	28	5	0
AC106028.4	3	2	1	1	2
Metazoa_SRP.36	0	0	0	0	0
AC025588.4	0	0	0	4	0
AC009163.7	24	55	10	17	12
AP001065.3	10	1	13	12	9
TBC1D3H	0	0	0	0	0
AC073575.2	4	3	0	7	0
RNA5SP414	0	0	0	0	0
AC007351.3	0	0	0	0	0
AC134878.1	0	0	0	0	2
RN7SL818P	0	0	0	0	0
AC022106.1	2	0	1	1	0
AC097478.1	1	0	0	5	0
AL354976.1	0	0	0	2	0
